0     	15.3094	0.1742	100.4041	9019	1	0.0014	0	0.1913	0.0174	10.0404	1	0	0	1	1	94.1400
1     	16.4408	-0.0517	100.6720	9019	1	0.0021	0	1.1593	-0.0052	10.0672	1	0	0	1	1	94.1400
1	16.4408	-0.0517	100.6720	9019	1	0.0123	0	0.9657	-0.1091	9.9545	1	1	0	1	1	94.1400
2     	15.3353	-0.0762	100.5024	9019	1	0.0073	0	0.3486	-0.0076	10.0502	1	0	0	1	1	94.1400
2	15.3353	-0.0762	100.5024	9019	1	0.0102	0	0.2014	0.0694	9.4418	1	1	0	1	1	94.1400
2	15.3353	-0.0762	100.5024	9019	1	0.0000	0	0.6343	-0.3678	12.4825	1	2	0	1	1	94.1400
2	15.3353	-0.0762	100.5024	6000	1	0.0000	0	0.7091	-0.3998	12.6490	1	3	0	1	1	94.1400
3     	16.2769	0.2295	99.2242	6000	1	0.0000	0	-0.5144	0.2610	12.3916	1	0	0	1	1	94.1400
3	16.2769	0.2295	99.2242	9019	1	0.0000	0	-0.4275	-0.5547	10.5235	1	1	0	1	1	94.1400
3	16.2769	0.2295	99.2242	9019	1	0.0000	0	-0.3358	-0.0494	10.7858	1	2	0	1	1	94.1400
4     	16.3469	-0.8000	100.2395	9019	1	0.0070	0	0.7158	-0.0800	10.0239	1	0	0	1	1	94.1400
4	16.3469	-0.8000	100.2395	9019	1	0.0161	0	-0.0116	0.3643	12.5095	1	1	0	1	1	94.1400
5     	15.5550	-0.1404	99.4850	9019	1	0.0123	0	0.4120	-0.0140	9.9485	1	0	0	1	1	94.1400
5	15.5550	-0.1404	99.4850	9019	1	0.0142	0	0.4184	0.0015	9.9597	1	1	0	1	1	94.1400
5	15.5550	-0.1404	99.4850	6000	1	0.0036	0	-0.2519	-0.5560	7.7178	1	2	0	1	1	94.1400
6     	16.2149	0.8005	99.6383	9019	1	0.0060	0	0.9897	0.0801	9.9638	1	0	0	1	1	94.1400
7     	16.1772	0.6141	99.2512	9019	1	0.0149	0	0.6084	0.0614	9.9251	1	0	0	1	1	94.1400
7	16.1772	0.6141	99.2512	9019	1	0.0000	0	0.1928	-0.0682	13.0941	1	1	0	1	1	94.1400
8     	16.4307	-0.5049	99.6204	9019	1	0.0122	0	1.0127	-0.2553	9.9507	1	0	0	1	1	94.1400
8	16.4307	-0.5049	99.6204	6000	1	0.0206	0	0.9264	0.3177	9.3289	1	1	0	1	1	94.1400
9     	15.9758	-0.1082	100.4875	9019	1	0.0110	0	0.9358	-0.0108	10.0487	1	0	0	1	1	94.1400
10    	16.1706	0.6539	99.6167	9019	1	0.0097	0	0.6967	0.0654	9.9617	1	0	0	1	1	94.1400
13    	15.9585	-0.2489	99.8635	9019	1	0.0026	0	0.6356	-0.0249	9.9864	1	0	0	1	1	94.1400
14    	15.8440	-0.5964	100.6092	9019	1	0.0057	0	0.2249	-0.0596	10.0609	1	0	0	1	1	94.1400
15    	16.2186	0.8777	99.8469	9019	1	0.0061	0	0.7731	0.0878	9.9847	1	0	0	1	1	94.1400
15	16.2186	0.8777	99.8469	9019	1	0.0075	0	0.7142	-0.0203	9.8856	1	1	0	1	1	94.1400
16    	16.2310	0.5141	100.7628	9019	1	0.0055	0	0.9852	0.0514	10.0763	1	0	0	1	1	94.1400
17    	16.3555	-0.6089	100.5134	9019	1	0.0175	0	0.7900	-0.0609	10.0513	1	0	0	1	1	94.1400
18    	15.2502	-0.4641	99.7159	9019	1	0.0086	0	0.8242	-0.0464	9.9716	1	0	0	1	1	94.1400
19    	16.7541	0.2283	99.6305	9019	1	0.0179	0	0.6303	0.0228	9.9630	1	0	0	1	1	94.1400
20    	16.7935	-0.0786	99.9526	9019	1	0.0000	0	-0.1888	-0.9654	9.0872	1	0	0	1	1	94.1400
21    	16.2295	-0.3223	99.3620	9019	1	0.0009	0	0.1833	-0.0322	9.9362	1	0	0	1	1	94.1400
21	16.2295	-0.3223	99.3620	9019	1	0.0066	0	-0.6060	-0.3158	10.1401	1	1	0	1	1	94.1400
21	16.2295	-0.3223	99.3620	9019	1	0.0069	0	-0.6797	-0.5436	12.1166	1	2	0	1	1	94.1400
22    	16.0705	0.1498	99.6928	9019	1	0.0098	0	-0.5899	0.0150	9.9693	1	0	0	1	1	94.1400
22	16.0705	0.1498	99.6928	9019	1	0.0061	0	-0.5857	0.1080	9.8779	1	1	0	1	1	94.1400
23    	15.1425	-0.1151	100.1567	9019	1	0.0108	0	0.5644	-0.0115	10.0157	1	0	0	1	1	94.1400
23	15.1425	-0.1151	100.1567	9019	1	0.0000	0	0.2571	0.8976	6.3568	1	1	0	1	1	94.1400
24    	15.8082	-0.2552	100.7713	9019	1	0.0047	0	0.1937	-0.0255	10.0771	1	0	0	1	1	94.1400
25    	15.8564	0.7739	100.3605	9019	1	0.0179	0	1.0625	0.0774	10.0361	1	0	0	1	1	94.1400
26    	15.6405	0.2146	100.7729	9019	1	0.0015	0	0.7459	0.0215	10.0773	1	0	0	1	1	94.1400
26	15.6405	0.2146	100.7729	9019	1	0.0161	0	0.6048	-0.0580	10.0424	1	1	0	1	1	94.1400
27    	16.0445	0.8753	99.8161	9019	1	0.0178	0	-0.1787	0.0875	9.9816	1	0	0	1	1	94.1400
28    	16.1619	-0.0974	100.7674	9019	1	0.0126	0	-0.0744	-0.0097	10.0767	1	0	0	1	1	94.1400
28	16.1619	-0.0974	100.7674	6000	1	0.0060	0	0.0086	-0.2120	9.9835	1	1	0	1	1	94.1400
29    	16.5961	-0.4176	99.3824	9019	1	0.0113	0	0.5449	-0.0418	9.9382	1	0	0	1	1	94.1400
32    	15.3267	-0.1343	100.3154	9019	1	0.0080	0	-0.8859	-0.0134	10.0315	1	0	0	1	1	94.1400
32	15.3267	-0.1343	100.3154	9019	1	0.0018	0	-1.0756	0.4104	16.1510	1	1	0	1	1	94.1400
33    	16.5934	0.0691	100.4912	9019	1	0.0000	0	0.3813	0.8272	5.3491	1	0	0	1	1	94.1400
36    	15.6232	-0.2980	99.9044	9019	1	0.0131	0	1.1334	-0.0298	9.9904	1	0	0	1	1	94.1400
37    	16.0463	-0.9453	100.0490	9019	1	0.0106	0	0.0880	-0.0945	10.0049	1	0	0	1	1	94.1400
37	16.0463	-0.9453	100.0490	9019	1	0.0021	0	0.1742	-0.7990	9.8771	1	1	0	1	1	94.1400
38    	15.5981	0.6062	100.4251	9019	1	0.0060	0	0.7153	0.0606	10.0425	1	0	0	1	1	94.1400
38	15.5981	0.6062	100.4251	9019	1	0.0037	0	0.4996	0.2974	9.5680	1	1	0	1	1	94.1400
38	15.5981	0.6062	100.4251	6000	1	0.0033	0	0.5768	0.0077	8.7890	1	2	0	1	1	94.1400
38	15.5981	0.6062	100.4251	9019	1	0.0060	0	0.2134	-0.0187	8.1898	1	3	0	1	1	94.1400
38	15.5981	0.6062	100.4251	9019	1	0.0071	0	-0.5577	-0.2574	8.4035	1	4	0	1	1	94.1400
38	15.5981	0.6062	100.4251	9019	1	0.0056	0	0.7728	-0.8315	14.0651	1	5	0	1	1	94.1400
39    	16.6259	0.6188	100.2022	9019	1	0.0002	0	0.1215	0.0619	10.0202	1	0	0	1	1	94.1400
40    	15.3669	-0.3394	100.3266	9019	1	0.0141	0	0.7708	-0.0339	10.0327	1	0	0	1	1	94.1400
41    	16.2537	0.8597	99.5919	9019	1	0.0059	0	-0.9593	0.0860	9.9592	1	0	0	1	1	94.1400
44    	16.0270	0.9876	99.9481	9019	1	0.0167	0	1.1109	0.0988	9.9948	1	0	0	1	1	94.1400
46    	15.5132	-0.4834	99.3542	9019	1	0.0073	0	0.3121	-0.0483	9.9354	1	0	0	1	1	94.1400
46	15.5132	-0.4834	99.3542	9019	1	0.0022	0	0.1521	-0.2899	10.5362	1	1	0	1	1	94.1400
46	15.5132	-0.4834	99.3542	6000	1	0.0108	0	0.1228	-0.3779	10.5787	1	2	0	1	1	94.1400
47    	16.1487	-0.0519	99.6970	9019	1	0.0162	0	-1.1291	-0.0052	9.9697	1	0	0	1	1	94.1400
47	16.1487	-0.0519	99.6970	9019	1	0.0016	0	-0.7028	0.3313	9.9238	1	1	0	1	1	94.1400
47	16.1487	-0.0519	99.6970	6000	1	0.0036	0	-0.4757	0.6196	9.6322	1	2	0	1	1	94.1400
47	16.1487	-0.0519	99.6970	6000	1	0.0021	0	-0.1633	1.0064	9.6868	1	3	0	1	1	94.1400
48    	16.6353	0.5969	100.4146	9019	1	0.0147	0	0.4358	0.0597	10.0415	1	0	0	1	1	94.1400
52    	16.3735	0.1056	99.8198	9019	1	0.0148	0	1.1693	0.0106	9.9820	1	0	0	1	1	94.1400
53    	16.3760	0.4414	100.2845	9019	1	0.0045	0	0.5703	0.3146	9.8150	1	0	0	1	1	94.1400
54    	16.5028	0.3063	99.6455	9019	1	0.0104	0	1.1052	0.0306	9.9645	1	0	0	1	1	94.1400
55    	15.9065	0.4083	100.7208	9019	1	0.0168	0	0.8458	0.0408	10.0721	1	0	0	1	1	94.1400
56    	16.8382	-0.1390	99.9296	9019	1	0.0112	0	0.6091	0.1776	9.4625	1	0	0	1	1	94.1400
57    	16.7323	-0.2292	100.3170	9019	1	0.0076	0	0.9592	-0.0229	10.0317	1	0	0	1	1	94.1400
57	16.7323	-0.2292	100.3170	9019	1	0.0000	0	0.1730	0.3818	10.7666	1	1	0	1	1	94.1400
58    	16.5135	-0.4681	99.8743	9019	1	0.0130	0	0.9112	-0.0468	9.9874	1	0	0	1	1	94.1400
59    	15.3887	0.6901	100.3271	9019	1	0.0077	0	-0.2217	0.0690	10.0327	1	0	0	1	1	94.1400
59	15.3887	0.6901	100.3271	9019	1	0.0033	0	-0.3824	0.0480	10.8212	1	1	0	1	1	94.1400
59	15.3887	0.6901	100.3271	9019	1	0.0000	0	-0.9188	-0.4819	9.4240	1	2	0	1	1	94.1400
60    	15.5328	-0.0027	99.9042	9019	1	0.0024	0	0.5400	-0.0003	9.9904	1	0	0	1	1	94.1400
60	15.5328	-0.0027	99.9042	9019	1	0.0031	0	-0.6053	0.5008	10.8356	1	1	0	1	1	94.1400
61    	16.4489	0.2964	100.5008	9019	1	0.0117	0	0.9592	0.0296	10.0501	1	0	0	1	1	94.1400
62    	15.8437	0.4925	100.8487	9019	1	0.0137	0	-0.1149	0.0492	10.0849	1	0	0	1	1	94.1400
63    	15.7146	0.2966	100.7522	9019	1	0.0134	0	0.5682	0.0297	10.0752	1	0	0	1	1	94.1400
64    	16.4118	-0.3060	99.3307	9019	1	0.0173	0	0.2878	-0.0306	9.9331	1	0	0	1	1	94.1400
